"tenure","n.adults","n.children","premium","len.at.res","ni.age","year","claim.ind","ni.marital.status","ni.gender","sales.channel","coverage.type","dwelling.type","credit","house.color","zip.code","cancel","id"
2,3,5,887.9590628,18,34,-2,"0","1","M","Broker","C","Condo","high","blue","5",0,784
13,3,0,974.7075137,11,39,-2,"0","0","M","Online","A","House","high","blue","5",0,785
11,1,2,814.8802516,39.41322061,69,-2,"0","1","F","Phone","C","House","high","blue","8",0,786
14,4,2,814.3493976,8,45,-2,"0","1","F","Broker","A","House","medium","red","5",1,787
25,1,1,989.4867916,16,49,-2,"0","1","M","Broker","A","House","high","red","8",0,788
5,3,0,966.8943315,17,55,-2,"0","1","F","Phone","A","House","high","white","8",0,789
5,1,3,949.7110576,15,79,-2,"0","1","M","Phone","A","House","high","red","5",0,790
10,4,0,769.1234395,11,51,-2,"0","1","F","Broker","B","House","medium","white","9",0,791
23,6,2,1002.8516,13,47,-2,"0","1","F","Broker","B","House","high","blue","8",1,792
11,1,3,969.5687967,18,67,-2,"0","1","F","Broker","B","House","high","yellow","2",0,793
21,3,5,770.8259632,10,51,-2,"1","1","F","Phone","A","House","high","blue","5",0,794
9,1,3,928.8637467,15,48,-2,"0","1","F","Phone","C","House","high","blue","1",0,795
13,4,1,990.4631424,13,60,-2,"1","1","M","Broker","A","House","medium","yellow","8",0,796
14,1,0,987.0603172,11,51,-2,"0","1","M","Broker","C","House","medium","blue","5",0,797
4,2,1,993.2561407,15,36,-2,"1","1","F","Broker","C","House","high","white","5",1,798
23,1,5,998.971951,19,44,-2,"0","1","M","Phone","A","Tenant","high","red","2",0,799
15,2,0,943.9054794,9,56,-2,"0","0","M","Broker","A","House","high","white","9",0,800
14,1,12,878.9549171,16,43,-2,"0","1","M","Broker","B","Tenant","high","white","5",0,801
11,2,0,794.3585276,26,66,-2,"0","1","F","Broker","B","House","high","white","8",0,802
18,2,1,855.8993512,18,38,-2,"0","1","F","Broker","A","House","high","white","9",0,803
2,1,0,932.3376786,18,34,-2,"1","0","F","Online","C",NA,"high","white","5",0,804
16,1,0,887.8891744,12,57,-2,"0","1","M","Phone","B","House","medium","blue","9",0,805
2,3,3,779.347915,13,35,-2,"0","1","F","Phone","C","Condo","medium","white","8",1,806
15,3,0,909.9841709,18,49,-2,"0","0","M","Broker","C","House","high","blue","1",0,807
24,2,0,766.8983232,20,48,-2,"0","0","M","Broker","A","Condo","high","white","5",0,808
20,2,0,970.2540257,13,41,-2,"1","1","F","Phone","C","Tenant","high","white","8",0,809
5,1,3,891.7980671,17,33,-2,"0","1","F","Broker","C","Tenant","medium","blue","5",0,810
7,1,12,812.8519868,20,29,-2,"0","1","F","Broker","C","House","medium","blue","5",0,811
22,4,2,731.9506987,11,52,-2,"0","1","F","Phone","A","House","low","red","5",1,812
8,2,1,860.5512584,11,32,-2,"0","1","F","Broker","C","House","high","yellow","8",0,813
16,1,7,931.0344906,9,52,-2,"0","1","F","Broker","A","House","medium","blue","8",0,814
14,1,3,962.3884963,17,58,-2,"0","1","F","Broker","A","House","high","red","8",0,815
13,2,1,1058.575753,13,38,-2,"1","1","M","Broker","A","House","medium","red","8",0,816
20,2,0,860.5769762,12,45,-2,"0","0","F","Phone","A","Tenant","medium","white","8",0,817
7,2,2,798.4416305,10,33,-2,"0","1","F","Broker","C","House","high","white","8",0,818
3,1,8,962.8303611,11,31,-2,"0","1","M","Broker","C","House","medium","yellow","5",0,819
13,1,0,866.8099923,14,42,-2,"0","1","M","Broker","A","House","high","red","1",0,820
11,2,0,920.7049463,12,45,-2,"0","1","F","Broker","C","House","medium","blue","8",0,821
4,1,7,822.6560765,16.93292237,36,-2,"0","1","F","Broker","C","House","high","red","1",0,822
1,1,2,941.8841765,14,25,-2,"0","1","F","Broker","C","Tenant","medium","blue","8",1,823
4,1,1,805.9159768,13,30,-2,"0","1","M","Broker","A","House","low","red",NA,0,824
5,1,6,982.0621579,22,34,-2,"0","1","M","Phone","C","House","high","blue","5",1,825
13,1,1,832.7305,12,54,-2,"0","1","F","Phone","C","Condo","high","blue","8",0,826
16,2,1,841.8576106,16,51,-2,"0","1","F","Online","C","House","low","blue","1",1,827
15,1,3,786.2954821,13,40,-2,"0","1","F","Broker","C","Condo","low","white","9",1,828
11,1,4,916.3800741,11,70,-2,"0","1","F","Broker","C","Tenant","low","blue","8",0,829
12,1,0,923.6486027,17,56,-2,"0","1","F","Broker","C","Condo","high","blue","8",0,830
9,1,1,987.8385418,16,32,-2,"0","1","F","Broker","A","House","high","red","1",0,831
5,1,2,877.8873915,7,29,-2,"0","1","F","Broker","B","House","high","blue","8",0,832
14,5,4,879.567777,12,49,-2,"0","1","M","Phone","C","Condo","high","white","9",0,833
10,2,2,1031.585567,13,51,-2,"0","1","M","Phone","B","House","high","blue","5",0,834
13,1,3,962.6068808,15,53,-2,"0","1","F","Broker","A","House","high","blue","8",0,835
4,1,2,899.1795425,17,31,-2,"0","1","M","Phone","C","Tenant","high","yellow","8",0,836
0,3,6,887.7965506,16,42,-2,"0","1","M","Phone","B","Tenant","high","red","9",1,837
0,1,4,914.3769277,20,33,-2,"0","1","M","Broker","B","Condo","high","blue","1",0,838
15,3,0,842.1370944,16,39,-2,"0","1","M","Broker","C","House","high","red","8",0,839
6,3,0,1004.378371,10,32,-2,"0","0","M","Phone","B","Condo","high","yellow","9",0,840
6,3,9,884.7982927,13,27,-2,"0","1","F","Online","A","House","high","white","8",0,841
10,2,0,1026.32859,16,40,-2,"0","1","M","Broker","A","Condo","high","blue","8",0,842
16,1,0,929.520692,12,42,-2,"0","0","M","Broker","A","Tenant","high","white","5",0,843
8,1,1,955.8591949,17,47,-2,"0","1","M","Broker","B","Tenant","high","red","1",0,844
4,1,1,794.5205271,14,32,-2,"0","1","M","Phone","B","House","high","blue","8",0,845
5,3,1,1061.829752,20,34,-2,"1","1","F","Broker","A","Condo","low","white","1",0,846
16,2,0,927.7796243,13,50,-2,"0","1","F","Broker","C","House","medium","red","1",0,847
11,1,0,886.0359629,17,40,-2,"0","1","F","Broker","C","Condo","high","white","8",0,848
11,1,2,864.4408195,18,38,-2,"1","1","M","Phone","B","House","medium","white","8",0,849
11,1,1,1072.439048,23,55,-2,"0","0","M","Broker","B","House","high","blue","5",0,850
17,2,0,953.4951266,14,44,-2,"0","0","F","Phone","C","Condo","high","white","8",0,851
4,2,3,978.5695063,11,30,-2,"0","1","F","Broker","A","House","high","blue","1",0,852
11,2,2,899.2895901,15,53,-2,"0","1","M","Broker","A","Condo","high","blue","5",0,853
15,1,1,903.2171667,13,62,-2,"0","1","F","Broker","C","House","high","red","8",0,854
17,2,7,847.4499601,11,55,-2,"0","1","F","Broker","A","House","high","blue","1",0,855
1,2,0,1025.034114,18,33,-2,"0","1","F","Broker","B","Tenant","low","blue","5",1,856
14,1,2,846.3172045,10,70,-2,"0","1","M","Broker","B","Tenant","high","white","8",0,857
5,1,0,865.8176865,15,46,-2,"0","0","F","Broker","C","Tenant","high","red","9",0,858
19,1,1,856.9101009,12,41,-2,"1","1","M","Phone","A","House","low","yellow","9",0,859
11,3,1,854.9323121,16,43,-2,"0","1","M","Broker","B","Tenant","medium","red","5",0,860
14,3,2,870.6048983,11,40,-2,"0","1","F","Phone","B","Tenant","high","red","9",0,861
16,1,1,805.3364372,21,52,-2,"0","1","M","Phone","C","House","high","white","8",1,862
0,2,0,881.4028774,12,22,-2,"1","0","M","Online","A","Tenant","high","blue","8",0,863
18,3,1,855.7874756,17,55,-2,"0","0","M","Phone","A","House","high","blue","8",0,864
12,2,1,1022.27743,16,36,-2,"0","1","F","Broker","B","Tenant","medium","blue","5",0,865
15,1,1,929.8921757,16,40,-2,"0","1","F","Phone","A","House","high","yellow","1",0,866
11,2,1,970.4730539,36.17796231,37,-2,"1","1","M","Online","B","House","medium","white","5",0,867
4,1,0,788.5119316,21,36,-2,"0","0","M","Phone","A","Condo","medium","blue","1",0,868
20,1,0,927.2825932,20,52,-2,"0","0","M","Broker","A","House","low","blue","5",0,869
19,3,0,947.9571959,16,42,-2,"0","0","F","Broker","A","House","low","blue","8",0,870
2,1,2,875.1225132,18,30,-2,"0","1","M","Phone","C","House","medium","blue","5",0,871
2,3,0,891.2828683,14,24,-2,"0","1","M","Phone","B","Condo","high","yellow","8",0,872
6,1,7,943.5102562,14,29,-2,"0","1","F","Phone","C","Condo","medium","red","1",0,873
17,2,0,848.0473144,14,48,-2,"0","0","F","Phone","A","Tenant","medium","red","1",0,874
8,2,6,858.3304995,12,35,-2,"0","1","M","Broker","B","House","high","blue","5",0,875
1,3,0,884.376661,13,27,-2,"0","0","F","Phone","A","House","medium","white","8",0,876
23,2,0,928.1452614,18,50,-2,"0","1","M","Phone","B","House","high","yellow","5",0,877
4,2,1,945.4978624,13,34,-2,"0","1","M","Broker","C","Condo","high","white","8",0,878
14,1,12,914.7447595,18,44,-2,"0","1","M","Phone","C","House","high","blue","5",0,879
15,1,9,874.4178113,14,46,-2,"0","1","M","Broker","C","Tenant","high","white","9",0,880
22,3,1,813.3271671,18,44,-2,"0","1","F","Broker","C","Tenant","high","white","8",0,881
13,3,1,978.7163294,19,62,-2,"0","1","M","Phone","A","Condo","high","white","5",0,882
13,2,0,890.2709709,15,52,-2,"0","1","M","Phone","A","House","high","red","5",0,883
15,1,0,868.9421274,11,68,-2,"0","0","F","Broker","A","House","high","white","1",0,884
5,2,4,974.9041815,20,35,-2,"0","1","F","Phone","A","House","high","white","8",0,885
21,1,0,955.7977481,10,40,-2,"0","1","M","Broker","C","House","high","white","1",0,886
20,6,4,906.1544355,12,49,-2,"0","1","M","Phone","C","Condo","low","white","8",0,887
9,1,0,850.8342581,10,28,-2,"1","1","F","Broker","C","Condo","high","blue","8",0,888
5,3,1,845.4977647,17,30,-2,"0","1","F","Broker","B","Condo","medium","white","5",0,889
4,1,0,732.4183407,13,36,-2,"0","1","F","Broker","B","House","high","white","1",0,890
16,3,7,860.1091794,28.11562199,42,-2,"0","1","F","Broker","B","House","high","red","8",0,891
11,2,5,987.2746053,19,66,-2,"1","1","M","Phone","A","House","high","red","5",0,892
17,2,0,819.4847718,18,44,-2,"0","0","F","Online","A","House","medium","blue","5",1,893
5,2,2,987.212426,17,35,-2,"0","1","M","Broker","A","House","medium","white","8",0,894
26,2,10,962.2561389,12,54,-2,"0","1","M","Broker","C","House","high","red","8",0,895
18,2,0,865.5894824,28.60969222,60,-2,"0","0","M","Broker","A","House","medium","yellow","1",0,896
21,2,0,999.0218308,14,52,-2,"0","0","M","Broker","A","House","medium","red","8",1,897
9,1,4,934.6068456,16,49,-2,"0","1","M","Phone","A","Tenant","low","white","1",1,898
11,2,1,882.4810607,17,41,-2,"0","0","M","Phone","B","Condo","high","white","5",0,899
13,2,2,710.0996094,13,49,-2,"0","1","F","Broker","A","Condo","low","white","8",0,900
4,2,0,1010.43965,9,34,-2,"0","1","F","Phone","C","Condo","low","blue","5",1,901
17,2,0,963.3004139,15,39,-2,"1","0","F","Phone","A","Condo","high","white","8",0,902
13,1,2,995.0875039,15,60,-2,"0","1","M","Online","B","House","high","white","5",0,903
14,2,0,900.5663792,11,39,-2,"0","0","F","Broker","A","House","low","blue","9",1,904
17,2,0,829.2027754,18,63,-2,"0","0","M","Broker","B","House","high","white","1",0,905
16,1,0,1004.734874,14,52,-2,"0","1","M","Phone","A","House","high","yellow","8",1,906
16,1,0,914.8178854,10,47,-2,"1","1","F","Broker","C","Condo","medium","yellow","8",0,907
17,7,0,981.7230095,20,55,-2,"0","1","M","Broker","C","House","medium","white","8",0,908
3,5,7,953.3490474,10,36,-2,"0","1","F","Broker","A","House","low","blue","2",1,909
13,3,0,891.2126989,17,39,-2,"0","1","M","Phone","B","Tenant","high","blue","1",0,910
16,1,3,855.5592966,12,58,-2,"0","1","F","Phone","A","House","high","blue","8",0,911
16,2,0,819.4174966,12,39,-2,"0","1","M","Broker","A","Condo","high","white","9",0,912
23,2,0,857.5256555,18,41,-2,"0","0","F","Broker","C","House","medium","blue","1",1,913
16,2,3,873.4865284,13,66,-2,"0","1","F","Phone","B","House","high","yellow","8",0,914
4,NA,1,890.6170655,23,26,-2,"0","1","F","Phone","C","Condo","high","red","5",1,915
15,1,0,911.9988044,20,51,-2,"0","1","F","Broker","B","House","high","white","5",0,916
3,1,0,816.9842775,18,34,-2,"0","0","M","Online","A","Tenant","low","white","8",0,917
13,3,9,1010.304512,14,53,-2,"0","1","M","Broker","A","House","high","white","9",1,918
12,1,7,932.0511654,15,42,-2,"0","1","M","Phone","A","House","high","red","5",0,919
5,3,0,826.8853274,20,27,-2,"0","0","F","Phone","C","House","high","white","8",1,920
0,2,1,960.1001272,22,27,-2,"0","1","F","Broker","B","House","high","red","5",0,921
13,1,0,785.5682893,16,41,-2,"0","0","M","Phone","C","House","medium","red","5",1,922
7,3,2,964.2893464,17,30,-2,"0","1","F","Broker","B","Tenant","medium","red","1",0,923
18,1,7,917.1730576,24,42,-2,"0","1","M","Broker","A","Tenant","medium","white","8",0,924
11,4,0,766.8611242,19,44,-2,"0","1","F","Phone","C","Tenant","low","blue","8",1,925
7,4,6,974.0403118,17,32,-2,"0","1","M","Phone","C","Condo","high","white","1",0,926
5,3,0,900.638076,8,34,-2,"0","0","M","Broker","C","Tenant","low","white","5",1,927
5,1,0,997.1755989,13,34,-2,"0","0","M","Phone","A","Condo","high","red","9",0,928
8,1,7,811.1929451,12,42,-2,"0","1","F","Broker","A","House","high","yellow","1",0,929
12,1,1,857.4382125,12,47,-2,"0","1","F","Broker","C","Condo","medium","yellow","5",0,930
17,2,1,966.3456612,9,41,-2,"0","1","M","Phone","C","House","medium","blue","8",1,931
7,1,0,834.9492637,18,27,-2,"0","1","M","Broker","C","House","low","white","1",0,932
15,1,2,943.812003,12,37,-2,"0","1","M","Broker","C","House","high","red","8",0,933
14,1,1,867.0788385,7,47,-2,"0","1","F","Broker","B","Tenant","high","red","8",0,934
20,3,3,902.9444074,14,53,-2,"1","1","F","Phone","A","House","high","red","5",1,935
10,2,4,917.7136764,11,45,-2,"0","1","M","Phone","B","Tenant","medium","white","5",0,936
18,4,10,801.8291534,15,58,-2,"0","1","M","Phone","C","Tenant","high","white","5",1,937
13,3,0,850.5542484,12,53,-2,"1","1","M","Online","C","House","medium","red","1",0,938
12,1,2,893.7530987,11,37,-2,"1","1","M","Broker","C","Tenant","medium","white","5",0,939
5,2,1,958.622214,17,23,-2,"0","1","F","Online","A","Condo","low","white","5",1,940
20,3,0,850.5132923,15,56,-2,"0","1","F","Broker","C","House","low","white","5",1,941
12,3,2,957.0092635,16,37,-2,"0","1","F","Phone","A","Condo","high","white","8",0,942
7,1,7,979.3684552,14,32,-2,"1","1","M","Phone","A","House","high","red","8",0,943
6,3,0,943.9074754,17,33,-2,"0","0","F","Phone","A","Tenant","medium","white","8",1,944
5,1,0,1084.998914,11,32,-2,"0","0","M","Broker","C","House","high","red","9",0,945
19,6,0,906.7807739,17,50,-2,"0","1","F","Broker","C","House","high","blue","9",0,946
14,5,7,953.3598667,8,42,-2,"1","1","M","Broker","C","Condo","high","white","1",0,947
6,2,2,860.6637579,18,30,-2,"0","1","F","Broker","C","House","low","blue","8",1,948
16,2,3,805.4070216,15,44,-2,"0","1","F","Phone","B","Condo","low","blue","1",0,949
10,1,0,977.0809412,14,40,-2,"0","1","F","Broker","C","Tenant","high","red","5",0,950
16,1,1,833.9792279,14,42,-2,"0","1","M","Broker","B","House","low","blue","5",0,951
2,3,1,984.2338529,17,36,-2,"0","1","F","Phone","A","House","high","white","8",1,952
6,2,0,943.2393278,14,34,-2,"0","0","F","Phone","C","Tenant","high","blue","8",0,953
3,6,6,958.3432505,26,36,-2,"0","1","M","Phone","A","House","low","white","8",1,954
1,3,0,956.2089616,10,30,-2,"0","1","M","Phone","A","Condo","medium","blue","9",0,955
5,2,5,847.44811,13,29,-2,"0","1","F","Broker","B","Tenant","medium","red","8",0,956
19,2,1,879.2271611,19,46,-2,"0","1","F","Phone","A","House","high","red","5",0,957
21,3,9,944.1776202,18,60,-2,"0","1","F","Broker","C","Condo","high","blue","8",0,958
12,3,0,903.372822,18,55,-2,"0","0","M","Phone","C","House","high","white","8",0,959
14,1,0,907.4860019,16,54,-2,"0","0","F","Broker","A","House","high","white","9",0,960
2,2,7,768.3383774,17,35,-2,"0","1","M","Broker","C","House","low","red","8",0,961
16,1,3,766.5365677,14,61,-2,"0","1","M","Broker","C","House","high","blue","5",0,962
19,3,0,963.389172,45.64889643,38,-2,"0","1","F","Broker","A","Condo","low","red","8",0,963
14,1,8,996.7412837,13,56,-2,"0","1","M","Broker","C","House","medium","red","5",0,964
3,2,0,860.8207576,16.08161244,27,-2,"1","0","F","Phone","A","House","high","white","5",1,965
0,1,3,1001.253685,20,30,-2,"0","1","M","Online","A","Tenant","high","white","5",0,966
1,3,0,826.5268085,26,27,-2,"0","1","F","Broker","C","House","medium","red","1",0,967
15,1,1,952.2752477,8,43,-2,"0","1","F","Phone","B","House","high","blue","8",0,969
13,1,0,856.7412225,15,38,-2,"0","0","F","Phone","B","House","low","white","8",1,970
16,3,2,828.3403258,12,52,-2,"1","1","F","Broker","B","House","high","white","8",0,971
11,5,2,813.3732944,12,44,-2,"1","1","M","Broker","B","Condo","medium","white","8",0,972
8,2,2,908.3281337,15,44,-2,"0","1","M","Broker","C","Condo","high","blue","5",0,973
3,4,2,750.3484976,17,24,-2,"0","1","M","Online","C","House","high","red","5",0,974
14,4,2,883.3806485,20,58,-2,"1","1","F","Broker","A","Condo","high","red","8",0,975
7,2,0,962.0503518,15,27,-2,"0","1","M","Phone","C","House","high","white","5",0,976
18,2,5,825.0551553,7,64,-2,"0","1","M","Phone","A","House","high","white","5",0,977
0,2,1,1046.391807,16,36,-2,"0","1","F","Broker","C","House","high","white","8",0,978
0,2,0,837.4332288,31.88348942,38,-2,"0","0","F","Phone","C","House","medium","blue","8",0,979
9,3,1,979.402011,22,37,-2,"0","1","M","Phone","B","Condo","medium","white","5",0,980
14,4,2,867.6333812,16,46,-2,"0","1","F","Phone","A","Condo","high","red","5",0,981
0,1,1,880.14841,13,22,-2,"1","1","F","Online","B","Tenant","high","red","8",0,982
16,1,2,982.4866193,17,39,-2,"0","1","M","Phone","A","House","high","yellow","8",1,983
20,1,0,998.292672,17,57,-2,"1","0","M","Phone","B","House","medium","red","5",0,984
21,1,0,755.9163968,14,52,-2,"0","1","F","Broker","A","Condo","high","yellow","5",0,985
17,2,0,773.9420119,15,38,-2,"1","0","M","Broker","C","House","low","white","8",0,986
21,3,0,981.6294488,16,42,-2,"0","0","M","Phone","C","House","medium","blue","5",0,987
0,5,4,861.2709225,20,24,-2,"0","1","M","Online","C","House","medium","blue","9",0,988
9,1,1,945.77766,17,28,-2,"0","1","F","Phone","A","Condo","high","blue","5",0,989
4,6,3,894.3214699,15,34,-2,"1","1","M","Broker","A","Condo","low","blue","9",0,990
12,3,1,920.8932368,12,43,-2,"0","1","M","Online","C","Condo","medium","white","2",0,991
11,1,0,1001.904567,9,37,-2,"0","0","F","Broker","C","House","high","blue","5",0,992
13,1,2,860.1110195,18,70,-2,"0","1","M","Broker","C","House","low","white","9",0,993
14,1,0,889.2868453,17,60,-2,"0","0","F","Online","C","House","low","blue","5",0,994
15,2,0,966.7769283,18,60,-2,"0","0","F","Phone","C","House","low","white","1",1,995
17,3,3,857.598007,9,42,-2,"0","1","M","Broker","B","Tenant","low","white","8",0,996
7,1,0,869.2055076,16,33,-2,"0","1","F","Phone","B","Condo","medium","white","8",1,997
12,2,1,958.9087765,17,53,-2,"1","1","M","Phone","C","House","low","blue","1",0,998
16,1,6,963.3335364,13,56,-2,"0","1","M","Broker","C","House","high","red","8",0,999
9,1,5,921.752436,20,46,-2,"0","1","M","Broker","B","House","high","blue","8",0,1000
5,2,2,895.1653804,10,36,-2,"0","1","M","Phone","B","House","high","white","5",1,1001
14,1,2,827.1083973,14,44,-2,"0","1","F","Broker","C","House","high","blue","5",0,1002
10,4,4,971.0199029,17,41,-2,"1","1","F","Broker","C","Tenant","medium","blue","5",1,1003
8,2,2,965.1294161,12,35,-2,"0","1","F","Phone","C","Tenant","high","blue","8",0,1004
11,2,2,986.0968816,16,51,-2,"0","1","F","Online","A","House","high","white","1",0,1005
6,3,0,935.983342,17,36,-2,"0","0","M","Phone","C","House","high","blue","5",0,1006
14,3,1,908.4314078,22,51,-2,"0","0","M","Broker","C","House","low","red","8",0,1007
2,4,0,904.3961269,11,26,-2,"0","1","M","Broker","A","Tenant","low","red","5",1,1008
9,3,0,848.9774318,14,44,-2,"0","1","M","Broker","A","Tenant","high","red","5",0,1009
5,1,2,866.7525562,9,28,-2,"0","1","F","Broker","A","Condo","high","white","5",0,1010
16,3,6,994.3587166,9,40,-2,"1","1","M","Broker","A","House","high","red","9",0,1011
6,2,2,924.6621059,13,35,-2,"1","1","M","Broker","A","Condo","high","red","2",0,1012
16,1,0,958.1302021,16,39,-2,"0","1","F","Broker","A","House","low","blue","8",0,1013
8,1,0,1024.073212,14,41,-2,"1","1","M","Broker","C","Condo","high","white","5",0,1014
16,3,3,889.7849271,18,47,-2,"0","1","F","Broker","B","Tenant","high","blue","1",0,1015
18,5,5,1112.881169,17,61,-2,"0","1","M","Broker","C","House","high","white","8",0,1016
14,3,0,788.4376023,7,59,-2,"0","1","F","Broker","C","House","high","white","8",1,1017
18,5,3,881.8608484,8,41,-2,"1","1","M","Broker","C","House","low","white","1",1,1018
3,3,0,955.7907177,31.75937906,33,-2,"0","0","F","Broker","C","Tenant","high","yellow","8",0,1019
18,3,3,890.2452664,13,46,-2,"0","1","F","Broker","B","Condo","medium","blue","8",0,1020
18,2,0,1006.011529,17,40,-2,"0","0","M","Phone","B","House","high","blue","8",0,1021
17,1,8,873.0445405,17,52,-2,"0","1","F","Broker","B","House","low","red","8",1,1022
19,3,0,950.9755153,14,60,-2,"0","1","M","Phone","A","House","high","blue","9",0,1023
8,2,0,905.1009094,48.88656879,33,-2,"0","1","M","Broker","B","Condo","high","white","9",0,1024
13,1,0,783.2816993,18,69,-2,"0","0","M","Broker","B","House","high","red","5",0,1025
5,1,2,987.5299738,14,27,-2,"0","1","F","Broker","C","House","medium","white","5",0,1026
14,3,0,1058.207856,17,58,-2,"0","0","M","Broker","B","House","high","blue","2",0,1027
13,1,4,902.0712445,10,52,-2,"0","1","M","Broker","C","House","high","red","8",0,1028
15,2,0,791.3274403,15,45,-2,"1","0","F","Broker","A","House","high","blue","5",1,1029
4,2,4,847.3699383,17,25,-2,"0","1","M","Phone","C","House","medium","blue","8",0,1030
12,2,1,770.5001422,16,47,-2,"0","1","F","Broker","B","Condo","high","red","8",0,1031
16,3,5,1063.748305,8,57,-2,"0","1","M","Phone","C","House","high","blue","8",0,1032
4,3,2,787.9461579,13,27,-2,"0","1","M","Online","B","Tenant","medium","yellow","8",1,1033
15,3,2,748.0276005,11,42,-2,"1","1","M","Online","C","House","medium","white","8",0,1034
11,3,0,885.9208309,16,55,-2,"0","0","M","Phone","B","House","medium","red","1",0,1035
18,2,11,900.0786548,10,54,-2,"0","1","M","Phone","B","Tenant","medium","white","8",0,1036
22,3,3,966.2454495,11,55,-2,"0","1","F","Phone","B","Condo","high","white","5",1,1037
2,1,0,991.6980798,15,27,-2,"0","1","F","Broker","B","Condo","low","blue","8",0,1038
16,3,4,997.8951007,19,45,-2,"0","1","F","Online","C","House","high","blue","8",1,1039
14,2,2,892.1136404,12,49,-2,"1","1","F","Broker","C","House","medium","red","8",1,1040
15,3,1,970.8826176,14,48,-2,"1","1","M","Phone","B","House","low","red","8",0,1041
13,1,0,803.2486044,19,68,-2,"0","0","F","Broker","C","House","low","white","5",0,1042
2,1,0,911.6105097,16,34,-2,"0","1","F","Broker","B","House","medium","white","5",0,1043
6,1,1,1047.904948,13,35,-2,"1","1","M","Phone","C","House","low","blue","8",0,1044
3,2,5,965.6926454,10,22,-2,"0","1","M","Broker","B","Tenant","medium","white","1",1,1045
0,6,0,843.4333303,14,22,-2,"0","0","M","Online","B","House","medium","red","8",0,1046
3,3,1,962.2958323,15,34,-2,"0","1","F","Phone","A","House","medium","blue","1",0,1048
9,2,1,884.0137437,11,46,-2,"1","0","M","Broker","C","House","high","blue","8",0,1049
5,5,4,887.4841024,18,25,-2,"0","1","F","Broker","B","House","high","white","8",0,1050
13,1,4,819.9766797,21,45,-2,"0","1","F","Phone","A","Tenant","low","red","8",1,1051
12,1,1,876.0934749,14,45,-2,"0","1","M","Broker","B","Tenant","medium","white","5",0,1052
12,3,4,892.2037655,14,43,-2,"0","1","F","Broker","B","Tenant","high","blue","9",0,1053
7,1,7,909.8053532,18,30,-2,"0","1","F","Phone","A","House","medium","white","2",1,1054
11,3,7,985.5642371,16,42,-2,"0","1","M","Broker","C","House","high","white","8",0,1055
18,5,0,919.6482136,15,37,-2,"0","0","M","Online","B","House","high","blue","8",0,1056
14,2,1,783.3603476,18,62,-2,"1","1","F","Broker","C","House","high","white","5",0,1057
18,3,4,993.017111,16,44,-2,"0","1","F","Broker","B","House","medium","white","8",1,1058
10,1,0,913.0204927,20,46,-2,"0","0","M","Online","B","Tenant","high","blue","8",0,1059
15,1,1,995.5748926,13,44,-2,"0","1","F","Broker","B","House","high","white","9",0,1060
9,3,3,988.4738859,20,51,-2,"0","1","M","Broker","B","House","high","blue","1",0,1061
21,2,0,788.0539143,15,48,-2,"0","1","F","Phone","A","House","high","blue","5",0,1062
17,1,3,813.599758,14,44,-2,"1","1","M","Broker","B","Tenant","high","blue","9",0,1063
17,3,0,796.804326,12,78,-2,"0","1","M","Phone","C","House","medium","white","8",0,1064
19,2,2,844.4028213,27,73,-2,"0","1","F","Phone","C","House","high","red","8",0,1065
14,1,1,816.0750857,9,53,-2,"0","0","M","Broker","B","House","high","red","1",0,1066
15,2,0,1056.275191,49.93348077,60,-2,"0","0","M","Broker","A","House","low","yellow","8",0,1067
13,2,7,894.2448713,17,37,-2,"0","1","M","Broker","B","House","high","white","8",1,1068
11,6,4,872.2820342,15,47,-2,"1","1","M","Phone","A","Condo","high","blue","8",1,1069
12,1,2,861.976849,11,38,-2,"1","1","M","Phone","B","House","medium","white","5",0,1070
14,1,0,801.1798551,13,39,-2,"0","0","M","Broker","A","House","high","white","8",0,1071
5,3,1,746.5676644,15,36,-2,"0","1","F","Phone","C","Tenant","medium","white","1",0,1072
13,3,2,881.7816651,10,38,-2,"0","1","F","Broker","C","House","high","white","9",0,1073
14,3,1,925.3265296,12,51,-2,"0","1","F","Online","C","Condo","high","white","8",0,1074
14,1,2,978.0528152,12,40,-2,"0","0","M","Phone","C","Tenant","high","blue","5",0,1075
16,3,0,816.7807706,14,54,-2,"0","1","F","Broker","A","House","low","blue","5",0,1076
17,4,1,950.3478421,21,49,-2,"0","1","F","Phone","C","Tenant","low","white","8",1,1077
19,4,0,859.3995856,18,62,-2,"0","1","M","Broker","C","House","medium","white","5",0,1078
11,1,2,848.4265291,15,49,-2,"0","1","F","Phone","C","Condo","high","blue","8",0,1079
11,1,2,984.5691354,18,46,-2,"0","1","M","Phone","B","House","high","white","8",0,1080
14,1,0,837.716841,19,38,-2,"1","1","M","Phone","A","Condo","high","white","8",1,1081
17,5,0,985.8127048,23,39,-2,"0","0","M","Broker","C","Tenant","medium",NA,"8",0,1082
11,1,2,915.859912,19,48,-2,"1","1","M","Phone","C","Tenant","high","blue","9",1,1083
15,3,6,827.6895857,14,53,-2,"0","1","M","Phone","A","House","high","white","2",0,1084
14,2,0,904.9873895,11,37,-2,"0","1","M","Broker","C","Condo","high","red","8",1,1085
14,1,3,763.8334786,25,64,-2,"0","1","M","Phone","C","House","high","yellow","8",0,1086
15,1,0,1012.955083,10,42,-2,"0","0","F","Phone","A","House","low","red","2",0,1087
