tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel,id
17,1,3,3,F,1,745.3376256,Broker,A,House,14,medium,blue,45,2013,98014,1,1400
2,0,1,0,F,1,931.807291,Broker,C,Tenant,18,medium,red,36,2013,80014,0,1401
11,0,1,0,F,1,899.5628063,Phone,A,Tenant,14,high,white,34,2013,15025,0,1402
15,0,1,1,F,0,729.1276265,Broker,B,House,16,high,white,64,2013,20113,0,1403
17,0,2,0,F,1,898.4874299,Online,B,Condo,14,medium,red,46,2013,80017,1,1404
7,0,1,2,F,1,919.6328653,Broker,C,House,16,medium,blue,35,2013,85016,0,1405
13,0,1,1,M,1,916.0798683,Broker,C,House,15,low,red,56,2013,98024,0,1406
12,0,2,0,M,0,953.0044122,Phone,B,House,11,high,blue,69,2013,20120,0,1407
15,1,1,2,F,0,948.5622443,Broker,B,Tenant,8.559363447,high,white,38,2013,98004,1,1408
11,0,1,2,F,1,1023.712391,Broker,C,House,23,high,white,58,2013,50002,0,1409
14,0,1,0,F,0,825.0400012,Broker,A,Condo,20,high,blue,41,2013,80022,0,1410
21,0,3,0,F,1,898.7195507,Broker,A,Condo,14,high,blue,49,2013,85073,0,1411
5,1,2,1,M,1,1082.591369,Phone,C,Tenant,9,high,yellow,34,2013,80028,0,1412
5,0,1,2,F,1,959.0904159,Phone,A,Tenant,12,high,red,26,2013,20115,0,1413
16,0,2,0,F,0,939.628564,Phone,C,House,24,high,blue,37,2013,85040,0,1414
19,0,2,3,F,1,918.084859,Broker,C,House,11,high,white,56,2013,80015,0,1415
17,0,4,4,F,1,823.8413836,Phone,B,Condo,14,high,yellow,38,2013,15035,0,1416
13,0,1,1,M,1,927.9506597,Broker,C,House,9,low,white,56,2013,50028,0,1417
2,1,1,0,F,1,1012.620191,Phone,C,House,10,high,white,33,2013,80106,1,1418
19,0,2,4,F,1,818.805208,Online,C,Tenant,10,medium,blue,68,2013,50027,0,1419
3,0,2,3,M,1,909.2859288,Broker,C,House,13,medium,white,35,2013,50014,1,1420
19,1,3,0,M,1,960.7410626,Online,A,Condo,9,low,white,38,2013,98034,0,1421
6,0,2,0,F,1,970.1144765,Online,C,Tenant,9,medium,blue,24,2013,80014,0,1422
14,1,2,2,F,1,1003.720266,Broker,C,Tenant,17,low,white,43,2013,15022,0,1423
15,0,3,0,F,1,932.848301,Broker,C,Condo,18,high,red,43,2013,50014,0,1424
6,0,3,0,F,0,918.1145212,Broker,C,Condo,16,medium,blue,26,2013,15026,0,1425
4,0,2,0,M,0,943.6875088,Broker,C,Tenant,19,low,white,30,2013,80001,1,1426
12,0,2,1,F,0,955.2774696,Phone,C,House,15,high,white,48,2013,80109,0,1427
20,0,1,0,M,1,1005.419065,Broker,C,House,11,medium,white,40,2013,80106,0,1428
8,0,4,0,F,0,860.0909867,Phone,A,Tenant,16,medium,red,37,2013,50057,0,1429
1,0,1,2,M,1,911.8322373,Broker,A,Condo,20,high,blue,33,2013,80015,0,1430
6,0,3,1,M,1,778.4538704,Phone,A,House,12,high,red,25,2013,20121,0,1431
6,0,2,0,M,1,854.9340454,Phone,C,House,18,high,white,33,2013,80011,0,1432
5,1,3,5,F,1,888.9790617,Phone,C,Tenant,17,low,blue,34,2013,15025,0,1433
12,0,5,0,M,0,795.9803298,Broker,C,House,21,high,red,54,2013,15056,0,1434
17,0,5,2,F,1,965.5775526,Broker,C,Condo,22,high,red,52,2013,50028,0,1435
5,0,2,1,M,1,908.8354183,Phone,C,Condo,8,high,white,28,2013,50006,1,1436
10,0,1,1,M,1,840.8058587,Online,B,Condo,15,low,white,36,2013,15057,1,1437
22,0,2,1,M,1,1108.207759,Phone,B,Tenant,12,high,white,40,2013,80102,0,1438
10,1,1,1,M,0,948.8984176,Broker,A,House,18,high,yellow,64,2013,80106,0,1439
14,0,1,0,F,0,937.096155,Broker,C,Tenant,10,low,red,56,2013,85011,1,1440
10,1,1,1,M,1,870.8650791,Phone,A,House,20,low,white,45,2013,50021,1,1441
3,0,2,0,M,1,867.1105316,Online,A,Tenant,15,high,white,35,2013,98032,0,1442
4,1,2,2,F,1,939.0630404,Broker,C,House,20,high,red,26,2013,85033,1,1443
5,1,1,3,M,1,734.9655697,Broker,A,Condo,17,high,blue,32,2013,15010,0,1444
15,1,1,0,M,0,873.6680403,Broker,C,House,16,high,blue,70,2013,80017,0,1445
10,0,4,0,M,0,825.8973043,Online,C,House,15,high,red,61,2013,15031,0,1446
18,0,1,1,M,1,901.762544,Broker,C,Condo,13,high,blue,50,2013,50001,0,1447
5,1,4,6,M,1,832.6020591,Broker,C,House,14,high,white,33,2013,80103,0,1448
20,1,4,8,M,1,894.6628437,Phone,C,House,10,high,white,68,2013,80004,1,1449
18,0,1,1,F,1,862.0926128,Broker,B,Condo,13,low,red,42,2013,50043,1,1450
4,0,3,0,M,1,879.9069233,Online,C,House,20,high,blue,34,2013,15012,0,1451
13,0,1,2,M,1,1004.098397,Broker,B,Condo,12,high,blue,51,2013,20139,0,1452
4,0,1,5,M,1,979.7493703,Broker,B,House,13,high,red,36,2013,85045,0,1453
17,1,1,2,M,1,930.3707713,Broker,C,Tenant,17,high,red,46,2013,15047,0,1454
4,0,1,0,M,1,955.9985854,Broker,B,Condo,15,high,red,29,2013,50022,0,1455
2,0,3,1,F,1,964.88713,Broker,C,Condo,14,low,red,33,2013,80109,0,1456
17,0,2,1,F,1,781.8409678,Broker,C,House,12,low,blue,41,2013,NA,0,1457
7,1,3,7,M,1,919.6456552,Broker,A,Tenant,11,medium,white,26,2013,15043,0,1458
15,0,2,7,M,1,1022.257524,Broker,A,House,17,high,red,46,2013,98028,0,1459
14,0,1,5,M,1,886.9817491,Broker,A,House,16,high,blue,56,2013,50054,0,1460
2,0,1,1,F,1,995.993399,Online,A,Condo,13,high,white,24,2013,50048,1,1461
11,0,1,0,F,0,903.9108753,Phone,A,Tenant,22,medium,white,39,2013,85008,1,1462
15,1,3,5,F,1,917.5552368,Online,A,House,15,high,red,39,2013,85062,0,1463
6,0,1,2,M,1,755.266897,Broker,C,Condo,17,high,white,35,2013,20139,0,1464
18,1,1,2,F,1,1047.157059,Phone,A,House,19,medium,white,57,2013,98004,0,1465
13,0,4,0,F,1,963.0446975,Phone,B,House,18,low,red,38,2013,98031,0,1466
5,0,1,12,F,1,770.4815123,Broker,A,House,13,high,white,49,2013,85048,0,1467
17,0,3,3,F,1,924.6944416,Broker,C,Tenant,18,low,red,38,2013,15053,0,1468
3,1,1,3,F,1,801.2515985,Online,A,House,15,high,red,34,2013,85037,1,1469
20,0,1,1,F,1,877.7149463,Broker,C,House,23,high,red,42,2013,50011,0,1470
15,1,2,0,F,1,956.1314608,Online,C,House,14,high,blue,65,2013,50020,1,1471
12,0,1,4,M,1,1004.256127,Broker,C,Condo,14,high,white,46,2013,50041,0,1472
11,0,3,5,M,1,991.2915147,Broker,B,House,15,high,blue,51,2013,15009,0,1473
16,1,1,2,M,1,802.1897278,Broker,C,Condo,39.73490255,high,red,47,2013,80106,0,1474
6,0,1,0,M,1,899.580555,Broker,C,Tenant,18,high,red,36,2013,80002,0,1475
19,0,3,0,F,1,981.8382714,Online,B,House,14,high,blue,58,2013,85026,0,1476
4,0,1,0,F,1,934.0400537,Broker,C,House,19,high,red,35,2013,50008,0,1477
12,0,3,0,M,1,969.4821945,Broker,C,Tenant,14,NA,white,36,2013,98019,0,1478
16,0,3,8,F,1,1015.718144,Broker,C,House,18,medium,red,55,2013,98032,0,1479
16,0,2,0,F,0,808.5015646,Broker,C,Condo,9,medium,white,47,2013,15009,1,1480
2,0,3,0,M,0,872.2122902,Broker,B,House,16,low,blue,35,2013,50054,0,1481
14,1,5,3,F,1,941.1704594,Phone,B,Condo,23,low,red,38,2013,80015,1,1482
12,0,3,0,F,1,772.4509531,Broker,B,Condo,18,medium,red,49,2013,85006,0,1483
5,0,2,0,F,1,942.0831494,Broker,B,House,18,high,white,36,2013,85027,0,1484
16,0,2,1,F,1,871.6238171,Phone,C,House,17,medium,white,52,2013,85037,1,1485
12,0,1,2,M,1,878.1933636,Phone,B,House,11,low,white,60,2013,98034,0,1486
10,0,2,3,M,1,924.4730282,Broker,B,Tenant,11,medium,yellow,42,2013,98032,0,1487
23,0,1,0,F,0,926.8083867,Broker,C,Tenant,13,low,white,46,2013,80110,1,1488
17,0,4,6,M,1,857.5086588,Broker,C,Condo,16,medium,blue,46,2013,85033,1,1489
6,0,2,10,M,1,898.4774481,Phone,B,House,24,high,yellow,34,2013,85077,1,1490
11,0,4,0,M,1,912.4799613,Broker,C,Condo,12,high,white,56,2013,50027,0,1491
25,1,1,0,M,1,935.5732056,Broker,C,Condo,21,high,yellow,43,2013,50009,0,1492
11,1,1,0,M,0,927.9620349,Broker,C,House,8,high,white,64,2013,50001,0,1493
23,1,1,0,M,1,724.5821589,Broker,C,Condo,13,high,blue,41,2013,15046,0,1494
7,0,3,0,F,1,858.4501269,Broker,C,Condo,13,high,white,28,2013,50040,1,1495
15,0,2,1,M,1,974.8968056,Phone,B,Condo,20,high,red,37,2013,85037,0,1496
12,0,1,0,M,0,873.2463917,Phone,A,House,26,high,white,37,2013,15055,0,1497
13,0,1,1,F,1,907.8235655,Broker,C,House,19,medium,red,42,2013,85027,0,1498
3,0,3,5,F,1,863.5001385,Phone,A,Condo,17,high,white,31,2013,85076,0,1499
13,0,1,0,F,0,948.0994167,Broker,C,House,13,high,blue,55,2013,85068,0,1500
11,1,1,1,F,0,980.9704292,Broker,A,Condo,16,high,white,35,2013,98033,0,1501
13,0,1,1,F,0,925.6264603,Broker,A,Tenant,15,medium,red,48,2013,50043,0,1502
17,0,2,0,M,0,839.4869474,Phone,C,Condo,15,high,yellow,48,2013,85077,0,1503
11,0,1,2,M,1,946.8190528,Phone,B,Tenant,11,high,white,41,2013,50050,1,1504
15,0,3,3,M,1,981.7081579,Phone,A,House,13,high,red,63,2013,85001,0,1505
13,0,2,2,M,1,1022.390205,Broker,A,House,15,high,white,52,2013,15047,0,1506
20,1,1,8,F,1,784.4139127,Phone,C,House,11,medium,white,66,2013,85045,1,1507
12,1,4,2,M,1,956.0715891,Online,A,House,8,low,white,46,2013,50008,1,1508
6,0,4,0,F,0,1010.536104,Broker,C,Condo,22,high,white,32,2013,85040,0,1509
14,0,1,0,M,1,953.4861701,Phone,C,Condo,20,high,blue,64,2013,50054,1,1510
13,0,3,1,M,1,975.6664133,Online,A,Condo,14,high,white,60,2013,20116,1,1511
21,0,1,3,F,1,952.1287942,Online,C,Tenant,15,high,blue,40,2013,98003,0,1512
9,0,2,2,F,1,732.8416327,Broker,A,House,4,high,white,47,2013,50013,1,1513
23,0,4,10,F,1,934.3360104,Broker,A,Tenant,12,high,blue,47,2013,15046,1,1514
14,0,1,6,M,1,916.7722826,Broker,B,House,17,low,red,42,2013,50006,1,1515
6,0,6,1,M,1,833.6869023,Broker,A,Tenant,9,high,white,26,2013,20119,1,1516
11,0,4,1,M,0,866.7832291,Broker,C,House,19,low,yellow,40,2013,85042,1,1517
4,0,2,2,M,1,779.0946841,Broker,C,House,18,medium,red,34,2013,15001,0,1518
7,0,4,3,M,1,783.2099869,Phone,C,Condo,46.51838533,medium,blue,34,2013,80042,0,1519
16,1,4,1,M,1,889.1809093,Online,A,Tenant,13,medium,white,47,2013,85027,0,1520
3,1,1,2,M,1,917.9508381,Phone,B,House,14,low,yellow,32,2013,80022,0,1521
3,0,1,0,F,1,986.5434796,Phone,B,House,12,low,yellow,36,2013,50054,0,1522
4,0,1,1,F,1,925.0755569,Online,A,Tenant,13,high,red,28,2013,85008,1,1523
3,0,1,3,F,1,942.0519315,Broker,C,House,16,medium,blue,26,2013,85072,1,1524
15,0,3,0,M,0,984.1906146,Broker,C,House,18,medium,white,46,2013,80022,0,1525
2,0,1,1,F,1,1036.07932,Phone,C,House,21,medium,red,34,2013,80045,0,1526
12,0,3,2,F,1,871.4509768,Phone,A,Condo,7.903311159,high,blue,39,2013,85068,0,1527
21,0,2,1,F,0,745.0471338,Broker,A,House,16,low,white,44,2013,80003,0,1528
14,0,2,0,F,1,779.2439941,Broker,C,House,15,high,blue,52,2013,15052,0,1529
5,0,4,0,F,0,933.6539972,Phone,C,Condo,7,high,yellow,27,2013,98019,1,1530
4,0,4,0,M,1,726.0139752,Broker,A,House,12,medium,blue,26,2013,85036,0,1531
0,0,1,6,M,1,954.5049334,Broker,C,Condo,13,high,white,39,2013,50041,0,1532
15,0,2,0,M,0,871.0750816,Phone,C,House,13,medium,yellow,46,2013,50037,0,1533
20,0,3,0,M,1,788.0784098,Broker,C,Condo,27.81957279,high,blue,38,2013,80025,0,1534
0,0,1,0,M,1,1014.598741,Online,A,Condo,16,high,red,19,2013,50008,0,1535
15,0,5,6,M,1,824.0825858,Broker,B,House,18,high,white,48,2013,98006,1,1536
15,0,3,10,M,1,787.4382194,Phone,C,Condo,8,high,white,41,2013,85001,1,1537
9,1,1,6,M,1,997.3738058,Broker,A,House,16,medium,white,46,2013,80045,0,1538
22,0,1,0,F,0,927.7059965,Phone,B,Condo,15,high,white,45,2013,50001,0,1539
12,0,1,5,M,1,932.3224886,Broker,A,Condo,13,medium,white,40,2013,98015,0,1540
7,0,3,3,F,1,922.3107566,Broker,C,Tenant,16,high,red,26,2013,50022,0,1541
20,0,1,0,M,0,780.2626593,Phone,C,House,19,high,yellow,45,2013,50033,1,1542
12,0,1,0,M,0,931.0582829,Phone,A,Condo,17,high,white,50,2013,50006,0,1543
0,0,3,2,F,1,915.2179341,Phone,C,House,12,medium,blue,26,2013,80031,1,1544
5,0,2,0,F,1,881.4348752,Broker,C,Condo,18,low,blue,31,2013,15012,0,1545
12,1,3,2,F,0,917.7620765,Broker,A,House,14,high,blue,38,2013,15017,0,1546
0,0,1,0,M,0,963.4576271,Phone,B,Condo,17,high,red,38,2013,85033,0,1547
1,0,7,1,M,1,925.7375255,Broker,A,House,13,high,blue,36,2013,98004,0,1548
11,0,1,0,M,1,833.5823556,Broker,C,Condo,15,medium,blue,56,2013,85011,0,1549
9,1,2,6,F,1,880.6211815,Broker,B,Condo,14,high,white,36,2013,15020,1,1550
3,0,5,3,M,1,918.4069394,Online,A,House,11,high,red,34,2013,50054,1,1551
11,0,1,0,M,0,939.1100692,Phone,A,House,9,low,white,75,2013,80022,0,1552
18,1,4,1,M,1,986.2399798,Phone,B,Tenant,13,high,red,50,2013,15046,0,1553
16,0,1,1,M,1,878.9717062,Broker,C,Condo,14,low,blue,37,2013,15046,1,1554
17,0,1,1,F,1,798.1986234,Phone,A,Condo,14,medium,white,47,2014,50001,1,1555
18,0,1,5,M,1,1023.239582,Phone,A,Tenant,7,high,white,53,2014,15001,0,1556
3,1,2,0,M,0,1055.383181,Broker,A,Condo,21,high,white,30,2014,85082,0,1557
18,0,1,5,M,1,956.0164485,Broker,B,Tenant,7.008897059,high,yellow,38,2014,50054,1,1558
10,0,4,0,M,1,795.9063524,Phone,C,Condo,13,high,red,50,2014,80004,0,1559
17,0,2,1,F,1,912.2458738,Broker,C,House,17,high,white,41,2014,98022,1,1560
11,0,1,0,M,0,911.3116652,Phone,B,Tenant,9,high,red,40,2014,15017,0,1561
16,0,1,1,F,1,936.4692988,Broker,A,Condo,13.8316103,high,red,44,2014,50058,0,1562
19,0,3,0,F,0,851.2852693,Phone,A,House,22,high,white,53,2014,80028,0,1563
18,0,1,4,F,1,907.8592965,Phone,B,Condo,19,high,yellow,41,2014,50052,0,1564
7,0,1,3,F,1,870.7276746,Broker,A,House,14,high,blue,36,2014,80025,0,1565
8,0,1,7,F,1,892.5581087,Phone,B,Tenant,12,high,red,36,2014,50003,1,1566
12,0,2,1,F,1,880.9502966,Broker,C,House,13,high,blue,42,2014,80001,1,1567
16,0,1,0,M,0,861.6253858,Broker,C,House,15,high,yellow,37,2014,85014,0,1568
15,0,4,5,F,1,1044.721532,Phone,A,Tenant,19,low,red,70,2014,85066,0,1569
11,0,1,1,F,0,1021.052475,Broker,A,Condo,13,high,white,37,2014,50001,0,1570
13,0,3,0,M,0,926.8073992,Broker,C,House,15,high,white,46,2014,85077,1,1571
8,0,1,2,F,1,980.0209502,Broker,A,House,12,high,blue,41,2014,98033,0,1572
7,1,1,0,M,0,1024.227452,Phone,B,House,15,medium,red,28,2014,80028,0,1573
9,0,3,1,F,1,1011.621262,Broker,C,House,17,high,blue,51,2014,15012,0,1574
13,0,1,0,F,0,795.8155389,Broker,A,Tenant,18,medium,red,62,2014,15047,0,1575
15,0,2,5,F,1,929.7085498,Phone,A,House,17,high,white,226.389546,2014,85039,0,1576
15,1,2,3,M,1,921.108691,Broker,A,Tenant,16,high,white,44,2014,15012,0,1577
14,0,1,0,F,1,932.5447049,Broker,A,House,21,medium,yellow,55,2014,15057,0,1578
20,0,4,0,F,0,798.9176641,Phone,B,Condo,12,high,blue,49,2014,85073,0,1579
11,0,4,2,M,1,901.4213705,Phone,C,House,20,high,white,56,2014,80106,0,1580
19,0,1,4,M,1,1030.993609,Broker,A,Tenant,16,high,white,38,2014,50050,0,1581
14,0,2,3,M,1,814.6950874,Broker,C,House,17,medium,white,60,2014,80045,0,1582
15,0,4,0,M,0,1034.296348,Phone,B,House,20,high,blue,49,2014,50054,1,1583
17,0,3,7,F,1,917.1402798,Broker,B,House,20,medium,red,60,2014,85068,0,1584
22,1,3,5,F,1,784.5468617,Phone,A,House,11,medium,blue,69,2014,80028,0,1585
4,0,2,0,F,0,933.6693647,Phone,B,House,13,high,red,22,2014,85027,0,1586
20,0,1,0,F,1,942.8594611,Phone,A,Condo,21,high,red,39,2014,80014,1,1587
19,0,1,0,M,1,825.6350979,Phone,C,House,13,high,white,46,2014,20119,1,1588
21,0,1,2,M,1,920.8072833,Phone,B,House,12,high,red,46,2014,98033,0,1589
5,0,3,0,M,0,776.8483243,Phone,C,House,14,high,red,26,2014,80028,0,1590
14,0,2,0,M,0,940.0344913,Broker,C,Condo,17,medium,white,43,2014,80004,0,1591
16,0,2,1,F,1,885.1295179,Broker,C,House,10,high,red,44,2014,80015,0,1592
4,0,3,0,F,0,925.7815998,Online,A,House,12,high,white,36,2014,85027,0,1593
4,0,5,3,M,1,1105.384241,Broker,C,House,19,high,white,35,2014,98011,0,1594
14,0,2,2,M,1,1023.737183,Online,A,House,17,medium,red,62,2014,98002,0,1595
6,0,1,0,M,1,1029.843868,Phone,A,Tenant,14,medium,blue,36,2014,85011,0,1596
16,0,2,2,F,1,862.5055176,Phone,A,House,22,low,red,53,2014,15057,1,1597
14,0,2,5,F,1,975.1879576,Broker,A,Tenant,15,low,red,45,2014,50027,1,1598
8,0,1,0,F,0,742.8451675,Online,B,House,12,high,blue,53,2014,15056,0,1599
15,0,2,3,M,1,990.7163361,Broker,C,House,16,high,white,45,2014,15001,0,1600
20,0,1,0,M,0,978.3925562,Phone,C,House,16,medium,red,57,2014,85006,0,1601
7,0,5,1,F,1,827.5195797,Broker,C,House,14,high,red,44,2014,80028,1,1602
15,0,1,0,F,0,781.4023525,Phone,C,Condo,13,high,blue,47,2014,98022,0,1603
8,0,1,0,F,1,930.4780066,Broker,B,Tenant,12,medium,blue,36,2014,85068,0,1604
3,0,2,0,F,1,965.8264696,Online,A,Condo,19,high,red,22,2014,50001,0,1605
6,1,1,8,M,1,875.1880343,Broker,C,Tenant,12,high,white,33,2014,50001,1,1606
13,1,1,6,F,1,988.5803276,Phone,C,Condo,15,high,blue,56,2014,80003,0,1607
12,1,2,2,M,0,916.4118188,Broker,A,House,19,low,red,37,2014,85024,1,1608
6,0,7,6,F,1,856.7755131,Broker,C,Condo,16,high,white,36,2014,50048,1,1609
15,0,1,3,M,1,909.3142782,Broker,B,Condo,20,low,red,40,2014,50025,0,1610
15,0,3,2,F,1,994.837398,Phone,C,House,17,medium,white,52,2014,NA,0,1611
24,0,3,0,M,0,999.3911766,Phone,A,House,41.7132221,high,red,44,2014,98004,0,1612
21,0,3,0,M,1,810.6172059,Phone,A,House,15,high,red,39,2014,85066,1,1613
19,1,1,4,M,1,1073.373166,Broker,A,House,8,medium,blue,40,2014,80003,0,1614
1,0,4,0,F,0,1124.522323,Broker,C,Condo,11,low,white,32,2014,50025,1,1615
17,0,1,1,F,1,1015.577614,Broker,A,House,13,high,red,38,2014,85017,1,1616
14,0,2,3,M,1,840.3243656,Broker,C,Condo,17,medium,blue,46,2014,50025,1,1617
15,1,1,2,M,1,840.5095237,Broker,B,House,13,medium,red,48,2014,50013,0,1618
26,0,1,3,M,1,866.0583304,Broker,C,House,9,high,blue,60,2014,20120,0,1619
17,0,1,8,M,1,822.9427934,Phone,A,Tenant,14,high,white,42,2014,50014,1,1620
2,0,4,0,F,1,884.818861,Broker,C,House,15,high,blue,25,2014,98006,0,1621
3,0,2,0,M,1,973.7424888,Phone,A,House,18,medium,white,21,2014,80015,0,1622
4,0,3,2,M,1,910.0627444,Phone,B,House,14,high,white,33,2014,20148,1,1623
11,1,1,2,M,1,987.4248193,Online,C,Condo,14,low,blue,39,2014,85003,0,1624
20,0,2,8,F,1,999.7116101,Broker,C,House,14,high,red,63,2014,98034,1,1625
5,0,5,5,M,1,881.7938083,Online,B,Tenant,16,high,blue,27,2014,20136,1,1626
20,0,2,0,M,0,883.4041288,Broker,A,House,16,medium,blue,40,2014,50014,0,1627
6,0,2,4,M,1,893.3269345,Broker,C,House,12,low,blue,28,2014,15001,0,1628
19,0,1,2,F,1,887.4754036,Online,B,House,15,high,white,47,2014,80034,0,1629
10,0,2,4,M,1,967.1141823,Phone,B,Condo,15,high,red,41,2014,50054,0,1630
4,0,2,2,F,1,880.702808,Broker,A,House,13,high,white,30,2014,50054,1,1631
14,0,1,3,M,1,948.0205569,Phone,A,Condo,15,low,blue,38,2014,80015,1,1632
3,0,1,0,F,0,900.0999881,Broker,B,House,12,high,white,33,2014,85077,0,1633
5,1,4,0,F,0,775.3362145,Phone,C,House,10,high,white,34,2014,80017,1,1634
2,1,2,0,M,1,952.6524262,Online,B,Tenant,14,medium,white,35,2014,50054,0,1635
12,0,2,3,F,1,1007.702799,Broker,C,Tenant,16,high,blue,44,2014,50008,0,1636
3,0,2,2,F,1,783.5818747,Broker,C,Tenant,14,high,red,34,2014,85037,0,1637
19,1,1,1,F,0,977.1453353,Phone,A,House,22,high,blue,47,2014,15012,0,1638
24,0,2,2,F,1,830.9100594,Phone,A,Condo,13,high,white,42,2014,85043,0,1639
19,1,1,1,M,1,811.8531751,Broker,B,House,12,high,white,49,2014,85042,0,1640
19,1,1,0,F,1,1025.520268,Broker,B,House,17,low,white,39,2014,98034,1,1641
22,1,2,0,F,0,927.7310698,Phone,A,Condo,15,high,white,56,2014,80103,1,1642
6,0,5,2,F,1,941.7026751,Broker,B,House,17,high,red,32,2014,50041,0,1643
6,0,6,0,M,0,919.2413792,Online,C,House,14,medium,white,31,2014,85011,1,1644
15,0,1,5,F,1,892.6054507,Broker,C,Condo,18,high,blue,42,2014,50003,1,1645
5,0,1,1,F,1,1103.583762,Broker,B,Condo,17,medium,red,36,2014,50025,0,1646
19,0,1,4,M,1,863.4319813,Broker,A,House,28,medium,red,44,2014,85066,0,1647
14,1,3,0,F,1,910.6807538,Broker,C,Tenant,10,medium,white,54,2014,85078,0,1648
13,0,1,0,F,0,870.1859175,Broker,B,Tenant,17,high,white,39,2014,80012,0,1649
13,0,1,0,F,1,791.7902667,Phone,C,Condo,17,medium,blue,37,2014,98010,1,1650
9,0,1,0,F,0,796.9222286,Broker,A,Condo,17,high,blue,34,2014,80103,0,1651
19,0,5,0,F,0,781.2446511,Broker,A,House,15,high,yellow,42,2014,80106,1,1652
13,1,1,4,F,1,931.3719225,Broker,B,House,19,medium,white,44,2014,85005,0,1653
0,1,2,0,M,0,911.0281055,Online,C,Condo,13,medium,red,21,2014,80105,0,1654
22,0,2,1,F,1,736.48417,Broker,A,Tenant,14,high,white,42,2014,85073,0,1655
16,1,3,0,M,0,813.1696651,Broker,C,House,9,low,white,61,2014,85077,0,1656
12,0,3,0,M,0,903.3773162,Broker,C,House,16,high,white,56,2014,80005,0,1657
15,0,1,1,F,1,830.6366671,Broker,A,House,8,medium,yellow,50,2014,15047,0,1658
13,0,2,0,F,0,991.2442479,Phone,A,House,15,high,white,47,2014,80028,0,1659
14,0,1,0,M,1,845.2375986,Broker,C,House,13,high,white,53,2014,98032,0,1660
6,0,1,0,F,1,933.7463385,Broker,C,Tenant,16,high,red,32,2014,80020,0,1661
16,0,2,5,M,1,914.2468978,Broker,A,House,12,low,red,66,2014,80002,0,1662
18,0,4,0,M,0,928.5236663,Broker,A,House,17,high,blue,63,2014,50006,0,1663
15,0,1,0,F,1,925.2920235,Broker,B,House,15,low,blue,68,2014,15015,0,1664
0,1,1,0,F,1,945.4451303,Phone,A,Condo,20,low,yellow,26,2014,80022,0,1665
18,0,2,1,M,1,964.7996847,Broker,C,Condo,17,high,blue,45,2014,15044,0,1666
6,1,1,1,F,0,916.7064804,Phone,C,Condo,14,high,blue,37,2014,85045,0,1667
9,1,1,1,M,1,887.7338991,Broker,A,Condo,13,low,white,42,2014,98033,1,1668
18,0,2,5,M,1,805.1643677,Broker,B,Tenant,17,high,blue,42,2014,98022,0,1669
11,0,2,0,F,0,938.5811411,Broker,C,House,27,high,red,45,2014,50054,0,1670
2,0,2,3,F,1,955.7705868,Phone,A,House,10,medium,blue,29,2014,50025,0,1671
12,0,1,0,F,0,926.3222512,Broker,C,Condo,12,high,white,79,2014,85014,0,1672
7,0,2,2,F,1,926.6675501,Phone,C,Condo,16,medium,white,45,2014,50013,1,1673
9,1,4,0,M,1,895.3008495,Broker,C,House,11,low,white,33,2014,15046,0,1674
6,0,1,3,F,1,931.6358597,Broker,B,House,18,high,white,33,2014,85043,0,1675
12,0,1,0,F,1,855.7194331,Broker,C,House,25,high,yellow,49,2014,80003,0,1676
4,0,1,2,M,1,900.0749784,Broker,A,Condo,17,high,blue,31,2014,15012,0,1677
4,0,1,0,M,0,816.7148957,Online,C,House,14,high,red,36,2014,98002,0,1678
3,0,1,4,M,1,921.4030233,Phone,A,House,20,low,blue,33,2014,50008,0,1679
14,0,4,2,F,1,851.5276493,Broker,C,Tenant,10,high,red,39,2014,50001,0,1680
15,0,1,0,F,1,904.4242112,Phone,B,Tenant,14,high,red,37,2014,80022,1,1681
20,0,2,0,M,0,851.595657,Broker,C,House,17,low,red,45,2014,15031,1,1682
11,0,1,1,F,1,936.0595163,Broker,C,House,7,high,white,49,2014,85054,0,1683
16,0,1,1,F,1,959.5508,Broker,C,House,17,high,blue,45,2014,15044,0,1684
12,0,1,4,M,1,948.1384327,Phone,B,House,9,high,blue,60,2014,15047,0,1685
3,1,1,0,M,1,940.6137915,Broker,B,Condo,13,high,yellow,35,2014,85076,1,1686
3,1,3,0,M,0,781.455413,Phone,A,House,10,medium,red,30,2014,15025,1,1687
19,0,1,0,F,0,888.1152597,Broker,C,Tenant,12,high,white,42,2014,15001,0,1688
4,0,1,4,F,1,997.1767193,Broker,A,Tenant,16,high,white,30,2014,98031,1,1689
19,0,2,7,F,1,997.7436171,Broker,B,House,20,medium,blue,38,2014,85016,0,1690
9,0,1,2,M,0,860.0965502,Broker,C,Condo,18,high,blue,37,2014,50006,0,1691
9,0,1,3,M,1,750.1631546,Broker,A,Condo,14,high,white,49,2014,80014,0,1692
16,0,1,2,F,1,937.1094542,Broker,C,House,11,low,blue,47,2014,98028,1,1693
5,0,2,2,M,1,890.5767839,Broker,A,Condo,20,high,white,35,2014,50001,0,1694
22,0,3,0,F,1,974.2358715,Phone,C,House,21,high,red,53,2014,85042,0,1695
18,0,2,2,F,1,905.4487968,Broker,C,Condo,15,medium,white,39,2014,85036,1,1696
